,Select Field #1,Select Field #2,Select Field #3,Select Field #4,Select Field #5,Select Field #6,,,,
id,Boat_Make,model,made_year,length,Footage_bin,beam,,,,
3494,Chris Craft,28 LAUNCH HERITAGE EDTN,2007,28,25' to 34',10,,,,
3495,Chris Craft,33 CORSAIR,2007,35,35' to 44',12.25,,,,
3496,Chris Craft,33 CORSAIR HERITAGE EDTN,2007,35,35' to 44',12.25,,,,
3497,Chris Craft,36 CORSAIR,2007,38,35' to 44',12.58333333,,,,
3498,Chris Craft,36 CORSAIR HERITAGE EDTN,2007,38,35' to 44',12.58333333,,,,
3499,Chris Craft,40 ROAMER HRTG EDTN IPS,2007,44,35' to 44',14,,,,
3500,Chris Craft,40 ROAMER IPS,2007,44,35' to 44',14,,,,
3501,Chris Craft,SPEEDSTER,2006,20,<24',7.916666667,,,,
3502,Chris Craft,SPEEDSTER HERITAGE EDTN,2006,20,<24',7.916666667,,,,
3503,Chris Craft,22 LAUNCH,2006,22,<24',8.5,,,,
3504,Chris Craft,22 LAUNCH HERITAGE EDTN,2006,22,<24',8.5,,,,
3505,Chris Craft,22 LAUNCH HERITAGE PKG II,2006,22,<24',8.5,,,,
3506,Chris Craft,25 CORSAIR,2006,25,25' to 34',8.5,,,,
3507,Chris Craft,25 CORSAIR HERITAGE EDTN,2006,25,25' to 34',8.5,,,,
3508,Chris Craft,25 LAUNCH,2006,25,25' to 34',8.5,,,,
3509,Chris Craft,25 LAUNCH HERITAGE EDTN,2006,25,25' to 34',8.5,,,,
3510,Chris Craft,28 CORSAIR,2006,28,25' to 34',10,,,,
3511,Chris Craft,28 CORSAIR HERITAGE EDTN,2006,28,25' to 34',10,,,,
3512,Chris Craft,28 LAUNCH,2006,28,25' to 34',10,,,,
3513,Chris Craft,28 LAUNCH HERITAGE EDTN,2006,28,25' to 34',10,,,,
3514,Chris Craft,36 CORSAIR,2006,38,35' to 44',12.58333333,,,,
3515,Chris Craft,36 CORSAIR HERITAGE EDTN,2006,38,35' to 44',12.58333333,,,,
3516,Chris Craft,40 ROAMER,2006,44,35' to 44',14,,,,
3517,Chris Craft,40 ROAMER HERITAGE EDTN,2006,44,35' to 44',14,,,,
3518,Chris Craft,SPEEDSTER,2005,20,<24',7.916666667,,,,
3519,Chris Craft,SPEEDSTER HERITAGE PKG,2005,20,<24',7.916666667,,,,
3520,Chris Craft,22 LAUNCH,2005,22,<24',8.5,,,,
3521,Chris Craft,22 LAUNCH HERITAGE PKG I,2005,22,<24',8.5,,,,
3522,Chris Craft,22 LAUNCH HERITAGE PKG II,2005,22,<24',8.5,,,,
3523,Chris Craft,25 CORSAIR,2005,25,25' to 34',8.5,,,,
3524,Chris Craft,25 CORSAIR HERITAGE PK I,2005,25,25' to 34',8.5,,,,
3525,Chris Craft,25 CORSAIR HERITAGE PK II,2005,25,25' to 34',8.5,,,,
3526,Chris Craft,25 LAUNCH W/T HRTG PKG I,2005,25,25' to 34',8.5,,,,
3527,Chris Craft,25 LAUNCH W/T HRTG PKG II,2005,25,25' to 34',8.5,,,,
3528,Chris Craft,25 LAUNCH WALK-OVER,2005,25,25' to 34',8.5,,,,
3529,Chris Craft,25 LAUNCH WALK-THRU,2005,25,25' to 34',8.5,,,,
3530,Chris Craft,25 LNCH WLK OVR HTG PK I,2005,25,25' to 34',8.5,,,,
3531,Chris Craft,25 LNCH WLK OVR HTG PK II,2005,25,25' to 34',8.5,,,,
3532,Chris Craft,25 LNCH WLK OVR HTH PK II,2005,25,25' to 34',8.5,,,,
3533,Chris Craft,28 CORSAIR,2005,28,25' to 34',10,,,,
3534,Chris Craft,28 CORSAIR HERITAGE PK I,2005,28,25' to 34',10,,,,
3535,Chris Craft,28 CORSAIR HERITAGE PK II,2005,28,25' to 34',10,,,,
3536,Chris Craft,28 LAUNCH W/T HRTG PKG I,2005,28,25' to 34',10,,,,
3537,Chris Craft,28 LAUNCH W/T HRTG PKG II,2005,28,25' to 34',10,,,,
3538,Chris Craft,28 LAUNCH WALK-OVER,2005,28,25' to 34',10,,,,
3539,Chris Craft,28 LAUNCH WALK-THRU,2005,28,25' to 34',10,,,,
3540,Chris Craft,28 LNCH WLK OVR HTG PK I,2005,28,25' to 34',10,,,,
3541,Chris Craft,28 LNCH WLK OVR HTG PK II,2005,28,25' to 34',10,,,,
3542,Chris Craft,36 CORSAIR,2005,38,35' to 44',12.5,,,,
3543,Chris Craft,36 CORSAIR HERITAGE PK I,2005,38,35' to 44',12.5,,,,
3544,Chris Craft,36 CORSAIR HERITAGE PK II,2005,38,35' to 44',12.5,,,,
3545,Chris Craft,40 ROAMER,2005,44,35' to 44',14,,,,
3546,Chris Craft,40 ROAMER HERITAGE PKG,2005,44,35' to 44',14,,,,
3547,Chris Craft,22 LAUNCH,2004,22,<24',8.5,,,,
3548,Chris Craft,22 LAUNCH HERITAGE PKG I,2004,22,<24',8.5,,,,
3549,Chris Craft,22 LAUNCH HERITAGE PKG II,2004,22,<24',8.5,,,,
3550,Chris Craft,25 CORSAIR,2004,25,25' to 34',8.5,,,,
3551,Chris Craft,25 CORSAIR HERITAGE PK I,2004,25,25' to 34',8.5,,,,
3552,Chris Craft,25 CORSAIR HERITAGE PK II,2004,25,25' to 34',8.5,,,,
3553,Chris Craft,25 LAUNCH,2004,25,25' to 34',8.5,,,,
3554,Chris Craft,25 LAUNCH HERITAGE PKG I,2004,25,25' to 34',8.5,,,,
3555,Chris Craft,25 LAUNCH HERITAGE PKG II,2004,25,25' to 34',8.5,,,,
3556,Chris Craft,28 CORSAIR,2004,28,25' to 34',10,,,,
3557,Chris Craft,28 CORSAIR HERITAGE PK I,2004,28,25' to 34',10,,,,
3558,Chris Craft,28 CORSAIR HERITAGE PK II,2004,28,25' to 34',10,,,,
3559,Chris Craft,28 LAUNCH,2004,28,25' to 34',10,,,,
3560,Chris Craft,28 LAUNCH HERITAGE PKG I,2004,28,25' to 34',10,,,,
3561,Chris Craft,28 LAUNCH HERITAGE PKG II,2004,28,25' to 34',10,,,,
3562,Chris Craft,33 EXPRESS,2004,35,35' to 44',11.83333333,,,,
3563,Chris Craft,33 EXPRESS HERITAGE PKG,2004,35,35' to 44',11.83333333,,,,
3564,Chris Craft,36 ROAMER,2004,36,35' to 44',12.5,,,,
3565,Chris Craft,36 ROAMER HERITAGE PKG,2004,36,35' to 44',12.5,,,,
3566,Chris Craft,43 ROAMER,2004,44,35' to 44',14,,,,
3567,Chris Craft,43 ROAMER HERITAGE PKG,2004,44,35' to 44',14,,,,
3568,Chris Craft,22 LAUNCH OPEN BOW,2003,22,<24',8.5,,,,
3569,Chris Craft,25 LAUNCH CLOSED DECK,2003,25,25' to 34',8.5,,,,
3570,Chris Craft,25 LAUNCH OPEN BOW,2003,25,25' to 34',8.5,,,,
3571,Chris Craft,28 LAUNCH CLOSED DECK,2003,28,25' to 34',10,,,,
3572,Chris Craft,28 LAUNCH OPEN BOW,2003,28,25' to 34',10,,,,
3573,Chris Craft,26 CONSTELLATION/EC,2003,29,25' to 34',8.5,,,,
3574,Chris Craft,298 EXPRESS CRUISER,2003,30,25' to 34',10,,,,
3575,Chris Craft,308 EXPRESS CRUISER,2003,33,25' to 34',10.5,,,,
3576,Chris Craft,328 EXPRESS CRUISER,2003,35,35' to 44',11.83333333,,,,
3577,Chris Craft,43 ROAMER,2003,44,35' to 44',14,,,,
3578,Chris Craft,22 LAUNCH BOWRIDER,2002,22,<24',8.5,,,,
3579,Chris Craft,25 LAUNCH BOWRIDER,2002,25,25' to 34',8.5,,,,
3580,Chris Craft,26 CONSTELLATION/EC,2002,27,25' to 34',8.5,,,,
3581,Chris Craft,28 LAUNCH BOWRIDER,2002,28,25' to 34',10,,,,
3582,Chris Craft,298 EXPRESS CRUISER,2002,30,25' to 34',10,,,,
3583,Chris Craft,308 EXPRESS CRUISER,2002,31,25' to 34',10.5,,,,
3584,Chris Craft,328 EXPRESS CRUISER,2002,32,25' to 34',11.83333333,,,,
3585,Chris Craft,200 BOWRIDER,2001,20,<24',8.333333333,,,,
3586,Chris Craft,200SL,2001,20,<24',8.333333333,,,,
3587,Chris Craft,210 BOWRIDER,2001,21,<24',8.5,,,,
3588,Chris Craft,22 LAUNCH BOWRIDER,2001,22,<24',8.5,,,,
3589,Chris Craft,232 SPORT DECK,2001,23,<24',8.5,,,,
3590,Chris Craft,25 LAUNCH BOWRIDER,2001,25,25' to 34',8.5,,,,
3591,Chris Craft,262 SPORT DECK,2001,26,25' to 34',8.5,,,,
3592,Chris Craft,26 CONSTELLATION/EC,2001,27,25' to 34',8.5,,,,
3593,Chris Craft,28 LAUNCH BOWRIDER,2001,28,25' to 34',10,,,,
3594,Chris Craft,298 EXPRESS CRUISER,2001,30,25' to 34',10,,,,
3595,Chris Craft,308 EXPRESS CRUISER,2001,31,25' to 34',10.5,,,,
3596,Chris Craft,328 EXPRESS CRUISER,2001,32,25' to 34',11.83333333,,,,
3597,Chris Craft,40 ROAMER/MY,2001,44,35' to 44',14,,,,
3598,Chris Craft,190 BOWRIDER,2000,19,<24',8,,,,
3599,Chris Craft,200 BOWRIDER,2000,20,<24',8.333333333,,,,
3600,Chris Craft,200SL BOWRIDER,2000,20,<24',8.333333333,,,,
3601,Chris Craft,210 BOWRIDER,2000,21,<24',8.5,,,,
3602,Chris Craft,215 CUDDY,2000,21,<24',8.5,,,,
3603,Chris Craft,232 SPORT DECK,2000,23,<24',8.5,,,,
3604,Chris Craft,232-B SPORT DECK,2000,23,<24',8.5,,,,
3605,Chris Craft,240 BOWRIDER,2000,24,<24',8.5,,,,
3606,Chris Craft,240L BOWRIDER,2000,24,<24',8.5,,,,
3607,Chris Craft,245 CUDDY,2000,24,<24',8.5,,,,
3608,Chris Craft,245L CUDDY,2000,24,<24',8.5,,,,
3609,Chris Craft,248 EXPRESS CRUISER,2000,24,<24',8.5,,,,
3610,Chris Craft,262 SPORT DECK,2000,26,25' to 34',8.5,,,,
3611,Chris Craft,268 EXPRESS CRUISER,2000,26,25' to 34',8.5,,,,
3612,Chris Craft,298 EXPRESS CRUISER,2000,30,25' to 34',10,,,,
3613,Chris Craft,308 EXPRESS CRUISER,2000,31,25' to 34',10.5,,,,
3614,Chris Craft,328 EXPRESS CRUISER,2000,32,25' to 34',11.83333333,,,,
3615,Chris Craft,190 BOWRIDER,1999,19,<24',8,,,,
3616,Chris Craft,200 BOWRIDER,1999,20,<24',8.333333333,,,,
3617,Chris Craft,210 BOWRIDER,1999,21,<24',8.5,,,,
3618,Chris Craft,210 CUDDY,1999,21,<24',8.5,,,,
3619,Chris Craft,230 SPORT DECK,1999,23,<24',8.5,,,,
3620,Chris Craft,240 BOWRIDER,1999,24,<24',8.5,,,,
3621,Chris Craft,240 CUDDY,1999,24,<24',8.5,,,,
3622,Chris Craft,240 EXPRESS CRUISER,1999,24,<24',8.5,,,,
3623,Chris Craft,260 EXPRESS CRUISER,1999,26,25' to 34',8.5,,,,
3624,Chris Craft,260 SPORT DECK,1999,26,25' to 34',8.5,,,,
3625,Chris Craft,298 EXPRESS CRUISER,1999,30,25' to 34',10,,,,
3626,Chris Craft,300 EXPRESS CRUISER,1999,31,25' to 34',10.5,,,,
3627,Chris Craft,320 EXPRESS CRUISER,1999,32,25' to 34',11.83333333,,,,
3628,Chris Craft,190 BOWRIDER,1998,19,<24',8,,,,
3629,Chris Craft,200 BOWRIDER,1998,20,<24',8.333333333,,,,
3630,Chris Craft,210 BOWRIDER,1998,21,<24',8.5,,,,
3631,Chris Craft,210 CUDDY,1998,21,<24',8.5,,,,
3632,Chris Craft,230 SPORT DECK,1998,23,<24',8.5,,,,
3633,Chris Craft,240 BOWRIDER,1998,24,<24',8.5,,,,
3634,Chris Craft,240 CUDDY,1998,24,<24',8.5,,,,
3635,Chris Craft,260 EXPRESS CRUISER,1998,26,25' to 34',8.5,,,,
3636,Chris Craft,320 EXPRESS CRUISER,1998,32,25' to 34',11,,,,
3637,Chris Craft,17 CONCEPT BOWRIDER,1997,17,<24',7.5,,,,
3638,Chris Craft,17 CONCEPT SPORT BR,1997,17,<24',7.5,,,,
3639,Chris Craft,17 SEA SKIFF DC,1997,17,<24',7.5,,,,
3640,Chris Craft,17 SEA SKIFF SPORT,1997,17,<24',7.5,,,,
3641,Chris Craft,18 SEA SKIFF CC,1997,18,<24',8,,,,
3642,Chris Craft,18 SEA SKIFF DC,1997,18,<24',8,,,,
3643,Chris Craft,19 CONCEPT BOWRIDER,1997,19,<24',8,,,,
3644,Chris Craft,20 CONCEPT BOWRIDER,1997,20,<24',8,,,,
3645,Chris Craft,20 SEA SKIFF CC,1997,20,<24',8,,,,
3646,Chris Craft,20 SEA SKIFF DC,1997,20,<24',8,,,,
3647,Chris Craft,20 SEA SKIFF WA,1997,20,<24',8,,,,
3648,Chris Craft,21 CONCEPT BOWRIDER,1997,21,<24',8,,,,
3649,Chris Craft,21 CONCEPT CUDDY,1997,21,<24',8,,,,
3650,Chris Craft,23 CONCEPT BOWRIDER,1997,23,<24',8.25,,,,
3651,Chris Craft,23 CONCEPT CUDDY,1997,23,<24',8.25,,,,
3652,Chris Craft,25 CONCEPT CUDDY,1997,25,25' to 34',8.333333333,,,,
3653,Chris Craft,26 CROWNE/CR,1997,26,25' to 34',8.5,,,,
3654,Chris Craft,27 CONCEPT/CD,1997,27,25' to 34',9,,,,
3655,Chris Craft,30 CROWNE/MC,1997,31,25' to 34',10,,,,
3656,Chris Craft,32 CROWNE/MC,1997,32,25' to 34',11.5,,,,
3657,Chris Craft,33 CROWNE/MC,1997,34,25' to 34',11,,,,
3658,Chris Craft,34 CROWNE/MC,1997,34,25' to 34',11,,,,
3659,Chris Craft,38 CONTINENTAL/CR,1997,40,35' to 44',12.5,,,,
3660,Chris Craft,17 CONCEPT BOWRIDER,1996,17,<24',7.5,,,,
3661,Chris Craft,18 CONCEPT BOWRIDER,1996,18,<24',8,,,,
3662,Chris Craft,19 CONCEPT BOWRIDER,1996,20,<24',7.75,,,,
3663,Chris Craft,21 CONCEPT BOWRIDER,1996,21,<24',8,,,,
3664,Chris Craft,21 CONCEPT CUDDY,1996,21,<24',8,,,,
3665,Chris Craft,21 CONCEPT SPORT,1996,21,<24',8,,,,
3666,Chris Craft,23 CONCEPT BOWRIDER,1996,23,<24',8.25,,,,
3667,Chris Craft,23 CONCEPT CUDDY,1996,23,<24',8.25,,,,
3668,Chris Craft,25 CONCEPT CUDDY,1996,25,25' to 34',8.333333333,,,,
3669,Chris Craft,25 CROWNE,1996,25,25' to 34',8.5,,,,
3670,Chris Craft,26 CROWNE/CR,1996,26,25' to 34',8.5,,,,
3671,Chris Craft,27 CONCEPT/CD,1996,27,25' to 34',9,,,,
3672,Chris Craft,30 CROWNE/MC,1996,31,25' to 34',10,,,,
3673,Chris Craft,32 CROWNE/MC,1996,32,25' to 34',11.5,,,,
3674,Chris Craft,33 CROWNE/MC,1996,34,25' to 34',11,,,,
3675,Chris Craft,34 CROWNE/MC,1996,34,25' to 34',11,,,,
3676,Chris Craft,38 CONTINENTAL/CR,1996,40,35' to 44',12.5,,,,
3677,Chris Craft,18 CONCEPT BOWRIDER,1995,18,<24',8,,,,
3678,Chris Craft,19 CONCEPT BOWRIDER,1995,20,<24',7.75,,,,
3679,Chris Craft,21 CONCEPT BOWRIDER,1995,21,<24',8,,,,
3680,Chris Craft,21 CONCEPT SPORT,1995,21,<24',8,,,,
3681,Chris Craft,21 CONCEPT CUDDY,1995,22,<24',8,,,,
3682,Chris Craft,23 CONCEPT BOWRIDER,1995,23,<24',8.25,,,,
3683,Chris Craft,23 CONCEPT CUDDY,1995,23,<24',8,,,,
3684,Chris Craft,25 CONCEPT CUDDY,1995,25,25' to 34',8.333333333,,,,
3685,Chris Craft,26 CROWNE/CR,1995,26,25' to 34',8.5,,,,
3686,Chris Craft,27 CONCEPT/CD,1995,27,25' to 34',9,,,,
3687,Chris Craft,30 CROWNE/MC,1995,31,25' to 34',10,,,,
3688,Chris Craft,33 CROWNE/MC,1995,34,25' to 34',11,,,,
3689,Chris Craft,34 CROWNE/MC,1995,34,25' to 34',11,,,,
3690,Chris Craft,38 CONTINENTAL,1995,39,35' to 44',12.5,,,,
3691,Chris Craft,38 CONTINENTAL/CR,1995,40,35' to 44',12.5,,,,
3692,Chris Craft,42 CONTINENTAL/FC,1995,43,35' to 44',13.66666667,,,,
3693,Chris Craft,421 CONTINENTAL,1995,43,35' to 44',13.5,,,,
3694,Chris Craft,197 CONCEPT B/R,1994,19,<24',7.333333333,,,,
3695,Chris Craft,194 CONCEPT QUIETRDR,1994,21,<24',7.416666667,,,,
3696,Chris Craft,215 CONCEPT CD,1994,21,<24',8,,,,
3697,Chris Craft,217 CONCEPT B/R,1994,21,<24',8,,,,
3698,Chris Craft,218 CONCEPT CUDDY,1994,21,<24',8,,,,
3699,Chris Craft,237 CONCEPT B/R,1994,23,<24',8.166666667,,,,
3700,Chris Craft,238 CONCEPT CUDDY,1994,23,<24',8.166666667,,,,
3701,Chris Craft,248 CONCEPT CRUISER,1994,25,25' to 34',8.333333333,,,,
3702,Chris Craft,262 CROWNE/MC,1994,26,25' to 34',8.5,,,,
3703,Chris Craft,268 CONCEPT/CD,1994,27,25' to 34',9,,,,
3704,Chris Craft,282 CROWNE/MC,1994,29,25' to 34',10,,,,
3705,Chris Craft,302 CROWNE/MC,1994,31,25' to 34',10,,,,
3706,Chris Craft,322 CROWNE/MC,1994,34,25' to 34',11,,,,
3707,Chris Craft,340 CROWNE,1994,34,25' to 34',11,,,,
3708,Chris Craft,340 CROWNE/MC,1994,34,25' to 34',11,,,,
3709,Chris Craft,380 CONTINENTAL,1994,39,35' to 44',12.5,,,,
3710,Chris Craft,380 CONTINENTAL/EC,1994,39,35' to 44',12.5,,,,
3711,Chris Craft,421 CONTINENTAL,1994,43,35' to 44',13.5,,,,
3712,Chris Craft,421 CONTINENTAL/FC,1994,43,35' to 44',13.5,,,,
3713,Chris Craft,166 CAPER,1993,17,<24',7,,,,
3714,Chris Craft,185 CONCEPT B/R,1993,18,<24',7.75,,,,
3715,Chris Craft,186 CONCEPT B/R,1993,18,<24',7.75,,,,
3716,Chris Craft,187 CONCEPT B/R,1993,18,<24',7.75,,,,
3717,Chris Craft,197 CONCEPT B/R,1993,19,<24',7.333333333,,,,
3718,Chris Craft,194 CONCEPT QUIETRDR,1993,21,<24',7.416666667,,,,
3719,Chris Craft,217 CONCEPT B/R,1993,21,<24',8,,,,
3720,Chris Craft,218 CONCEPT CD,1993,21,<24',8,,,,
3721,Chris Craft,237 CONCEPT B/R,1993,23,<24',8.416666667,,,,
3722,Chris Craft,238 CONCEPT CD,1993,23,<24',8.416666667,,,,
3723,Chris Craft,262 CROWNE/MC,1993,26,25' to 34',8.5,,,,
3724,Chris Craft,268 CONCEPT/CD,1993,26,25' to 34',9,,,,
3725,Chris Craft,282 CROWNE/MC,1993,29,25' to 34',10,,,,
3726,Chris Craft,302 CROWNE/MC,1993,30,25' to 34',10,,,,
3727,Chris Craft,322 CROWNE/MC,1993,34,25' to 34',11,,,,
3728,Chris Craft,340 CROWNE/MC,1993,34,25' to 34',11,,,,
3729,Chris Craft,380 CONTINENTAL/EC,1993,39,35' to 44',12.5,,,,
3730,Chris Craft,156 CAPER,1992,17,<24',7,,,,
3731,Chris Craft,176 CONCEPT B/R,1992,18,<24',7.75,,,,
3732,Chris Craft,177 CONCEPT B/R,1992,18,<24',7.75,,,,
3733,Chris Craft,186 CONCEPT B/R,1992,18,<24',7.75,,,,
3734,Chris Craft,187 CONCEPT B/R,1992,18,<24',7.75,,,,
3735,Chris Craft,207 CONCEPT B/R,1992,21,<24',8,,,,
3736,Chris Craft,208 CONCEPT CUDDY,1992,21,<24',8,,,,
3737,Chris Craft,227 CONCEPT B/R,1992,23,<24',8.416666667,,,,
3738,Chris Craft,228 CONCEPT CUDDY,1992,23,<24',8.416666667,,,,
3739,Chris Craft,232 CROWNE,1992,23,<24',8.5,,,,
3740,Chris Craft,252 CROWNE,1992,25,25' to 34',8.5,,,,
3741,Chris Craft,258 CONCEPT/CD,1992,26,25' to 34',9,,,,
3742,Chris Craft,272 CROWNE/MC,1992,27,25' to 34',10,,,,
3743,Chris Craft,302 CROWNE/MC,1992,30,25' to 34',11,,,,
3744,Chris Craft,360 EXPRESS/EC,1992,36,35' to 44',13.08333333,,,,
3745,Chris Craft,166 CONCEPT BOWRIDER,1991,17,<24',7.75,,,,
3746,Chris Craft,167 CONCEPT BOWRDR,1991,17,<24',7.75,,,,
3747,Chris Craft,186 CONCEPT BOWRDR,1991,18,<24',7.75,,,,
3748,Chris Craft,187 CONCEPT BOWRDR,1991,18,<24',7.75,,,,
3749,Chris Craft,207 CONCEPT BOWRIDER,1991,21,<24',8,,,,
3750,Chris Craft,208 CONCEPT CUDDY,1991,21,<24',8,,,,
3751,Chris Craft,227 CONCEPT BOWRIDER,1991,23,<24',8.416666667,,,,
3752,Chris Craft,228 CONCEPT CUDDY,1991,23,<24',8.416666667,,,,
3753,Chris Craft,232 CROWNE,1991,23,<24',8.5,,,,
3754,Chris Craft,245 LIMITED CLOSED DECK,1991,24,<24',8.416666667,,,,
3755,Chris Craft,247 LIMITED BOWRIDER,1991,24,<24',8.416666667,,,,
3756,Chris Craft,252 CROWNE,1991,25,25' to 34',8.5,,,,
3757,Chris Craft,272 CROWNE,1991,27,25' to 34',10,,,,
3758,Chris Craft,302 CROWNE,1991,30,25' to 34',11,,,,
3759,Chris Craft,320 EXPRESS CRUISER,1991,32,25' to 34',11.91666667,,,,
3760,Chris Craft,332 SPORT SEDAN,1991,33,25' to 34',11.83333333,,,,
3761,Chris Craft,360 EXPRESS CRUISER,1991,36,35' to 44',13.08333333,,,,
3762,Chris Craft,372 CATALINA/BD,1991,37,35' to 44',13.83333333,,,,
3763,Chris Craft,BOW RIDER 177,1990,19,<24',7.666666667,,,,
3764,Chris Craft,SEAHAWK 190,1990,19,<24',7.75,,,,
3765,Chris Craft,BOW RIDER 197,1990,21,<24',7.833333333,,,,
3766,Chris Craft,BOW RIDER 217,1990,21,<24',8.5,,,,
3767,Chris Craft,CUDDY 198,1990,21,<24',7.833333333,,,,
3768,Chris Craft,CUDDY 218,1990,21,<24',8.5,,,,
3769,Chris Craft,CD LIMITED 225,1990,23,<24',8.583333333,,,,
3770,Chris Craft,SEAHAWK 213,1990,23,<24',8,,,,
3771,Chris Craft,SEAHAWK 215,1990,23,<24',8,,,,
3772,Chris Craft,SEAHAWK 215 BRACKET,1990,23,<24',8,,,,
3773,Chris Craft,SEAHAWK 216,1990,23,<24',8,,,,
3774,Chris Craft,BR LIMITED 247,1990,24,<24',8.583333333,,,,
3775,Chris Craft,CD LIMITED 245,1990,24,<24',8.583333333,,,,
3776,Chris Craft,254 SEAHAWK,1990,26,25' to 34',8,,,,
3777,Chris Craft,254 SEAHAWK BRACKET,1990,26,25' to 34',8,,,,
3778,Chris Craft,265 SEAHAWK,1990,26,25' to 34',8,,,,
3779,Chris Craft,262 EXPRESS,1990,30,25' to 34',9.5,,,,
3780,Chris Craft,315 COMMANDER,1990,31,25' to 34',11.83333333,,,,
3781,Chris Craft,320 EXPRESS,1990,32,25' to 34',11.91666667,,,,
3782,Chris Craft,322 CATALINA,1990,33,25' to 34',11.91666667,,,,
3783,Chris Craft,360 EXPRESS,1990,36,35' to 44',12.83333333,,,,
3784,Chris Craft,372 CATALINA/DC,1990,37,35' to 44',13.83333333,,,,
3785,Chris Craft,392 COMMANDER,1990,39,35' to 44',13.91666667,,,,
3786,Chris Craft,400 EXPRESS,1990,40,35' to 44',14,,,,
3787,Chris Craft,422 COMMANDER,1990,42,35' to 44',14,,,,
3788,Chris Craft,427 CATALINA,1990,42,35' to 44',14.75,,,,
3789,Chris Craft,500 CONSTELLATION/MY,1990,50,45' to 54',15.25,,,,
3790,Chris Craft,502 CONSTELLATION/MY,1990,51,45' to 54',15.75,,,,
3791,Chris Craft,CAVALIER 17 BR,1989,17,<24',7.083333333,,,,
3792,Chris Craft,CAVALIER 19 BR,1989,19,<24',7.5,,,,
3793,Chris Craft,SCORPION 19 BR,1989,19,<24',7.416666667,,,,
3794,Chris Craft,SCORPION 19 CC,1989,19,<24',7.416666667,,,,
3795,Chris Craft,SEA HAWK 190,1989,19,<24',8.083333333,,,,
3796,Chris Craft,LIMITED 205 BR,1989,21,<24',8.5,,,,
3797,Chris Craft,SCORPION 21 BR SKI JACK,1989,21,<24',8,,,,
3798,Chris Craft,SCORPION 21 CC,1989,21,<24',8,,,,
3799,Chris Craft,SCORPION 21 CD,1989,21,<24',8,,,,
3800,Chris Craft,SEA HAWK 213,1989,21,<24',8,,,,
3801,Chris Craft,SEA HAWK 215,1989,21,<24',8,,,,
3802,Chris Craft,SEA HAWK 215 BRACKET,1989,21,<24',8,,,,
3803,Chris Craft,SEA HAWK 216,1989,21,<24',8,,,,
3804,Chris Craft,LIMITED 225 CD,1989,23,<24',8.5,,,,
3805,Chris Craft,LIMITED 245 CD,1989,24,<24',8.5,,,,
3806,Chris Craft,LIMITED 247 BR,1989,24,<24',8.5,,,,
3807,Chris Craft,AMEROSPORT 250,1989,25,25' to 34',8.5,,,,
3808,Chris Craft,SEA HAWK 254,1989,25,25' to 34',8,,,,
3809,Chris Craft,SEA HAWK 254 BRACKET,1989,25,25' to 34',8,,,,
3810,Chris Craft,260 STINGER,1989,26,25' to 34',8,,,,
3811,Chris Craft,262 AMEROSPORT,1989,26,25' to 34',9.5,,,,
3812,Chris Craft,SCORPION CLOSED DECK,1989,26,25' to 34',8,,,,
3813,Chris Craft,284 AMEROSPORT,1989,28,25' to 34',10.16666667,,,,
3814,Chris Craft,292 CATALINA SB SEDAN,1989,29,25' to 34',10.75,,,,
3815,Chris Craft,315 COMMANDER/SE,1989,31,25' to 34',11.83333333,,,,
3816,Chris Craft,311 STINGER,1989,32,25' to 34',8,,,,
3817,Chris Craft,313 STINGER BRACKET,1989,32,25' to 34',8,,,,
3818,Chris Craft,320S AMEROSPORT,1989,32,25' to 34',11.91666667,,,,
3819,Chris Craft,322 AMEROSPORT,1989,32,25' to 34',11.91666667,,,,
3820,Chris Craft,312 STINGER,1989,33,25' to 34',8,,,,
3821,Chris Craft,334 STINGER,1989,34,25' to 34',8.916666667,,,,
3822,Chris Craft,370 AMEROSPORT/SP,1989,37,35' to 44',12.83333333,,,,
3823,Chris Craft,372 CATALINA/DC,1989,37,35' to 44',13.83333333,,,,
3824,Chris Craft,373 CATALINA/SE,1989,37,35' to 44',13.83333333,,,,
3825,Chris Craft,381 CATALINA/DC,1989,38,35' to 44',14,,,,
3826,Chris Craft,385 STINGER/OS,1989,38,35' to 44',9,,,,
3827,Chris Craft,392 COMMANDER/SE,1989,39,35' to 44',13.91666667,,,,
3828,Chris Craft,415 STINGER/OS,1989,41,35' to 44',9,,,,
3829,Chris Craft,422 COMMANDER/FS,1989,42,35' to 44',14,,,,
3830,Chris Craft,427 CATALINA/DC,1989,42,35' to 44',14.75,,,,
3831,Chris Craft,412 AMEROSPORT/CA,1989,44,35' to 44',14,,,,
3832,Chris Craft,480 CATALINA/DM,1989,48,45' to 54',14.75,,,,
3833,Chris Craft,500 CONSTELLATION/MY,1989,50,45' to 54',15.25,,,,
3834,Chris Craft,502 COMMANDER/FS,1989,50,45' to 54',15.75,,,,
3835,Chris Craft,501 CONSTELLATION/MY,1989,51,45' to 54',15.25,,,,
3836,Chris Craft,CAVALIER BR,1988,17,<24',6.75,,,,
3837,Chris Craft,CAVALIER BR,1988,17,<24',6.666666667,,,,
3838,Chris Craft,CAVALIER FISH COMBO,1988,17,<24',6.666666667,,,,
3839,Chris Craft,CAVALIER BR,1988,19,<24',6.75,,,,
3840,Chris Craft,SCORPION CUDDY CABIN,1988,19,<24',7.416666667,,,,
