,boat_id,boat_type,year,Boat_Make,model,model_type,length_overall,yield_length,beam,draft,height,hull,engine,hp,weight,fuel_type,boat_image,active,Country
7229,65745,Power,1971,Chris Craft,AQUA-HOME/MY,HOUSE,47,,15.0,,,FG,2,230.0,16666,Gasoline,,,USA
7230,65746,Power,1971,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,260.0,33807,Diesel,,,USA
7231,65747,Power,1971,Chris Craft,COMMANDER/MY,INBD,55,,16.5,,,FG,2,390.0,51783,Diesel,,,USA
7232,65748,Power,1971,Chris Craft,CONSTELLATION/MY,INBD,57,,15.0,,,WD,2,350.0,45732,Diesel,,,USA
7233,65749,Power,1971,Chris Craft,ROAMER-RIVIERA/MY,INBD,58,,17.25,,,AL,2,320.0,68500,Diesel,,,USA
7234,65750,Power,1970,Chris Craft,CATALINA,INBD,26,,10.16666667,,,FG,2,200.0,4883,Gasoline,,,USA
7235,65751,Power,1970,Chris Craft,COMMANDER,INBD,27,,10.25,,,FG,2,200.0,7174,Gasoline,,,USA
7236,65752,Power,1970,Chris Craft,CATALINA,INBD,28,,10.5,,,FG,1,230.0,5918,Gasoline,,,USA
7237,65753,Power,1970,Chris Craft,COMMANDER/EX,INBD,31,,11.25,,,FG,2,230.0,10389,Gasoline,,,USA
7238,65754,Power,1970,Chris Craft,COMMANDER/SE,INBD,31,,11.25,,,FG,2,230.0,10801,Gasoline,,,USA
7239,65755,Power,1970,Chris Craft,COMMANDER/SP,INBD,31,,11.25,,,FG,2,230.0,9893,Gasoline,,,USA
7240,65756,Power,1970,Chris Craft,CONSTELLATION/EX,INBD,31,,10.66666667,,,WD,2,230.0,8820,Gasoline,,,USA
7241,65757,Power,1970,Chris Craft,CATALINA/EX,INBD,33,,12.33333333,,,FG,2,230.0,10585,Gasoline,,,USA
7242,65758,Power,1970,Chris Craft,CATALINA/SE,INBD,33,,12.33333333,,,FG,2,230.0,11883,Gasoline,,,USA
7243,65759,Power,1970,Chris Craft,SEA SKIFF/SE,INBD,33,,11.83333333,,,WD,2,230.0,9278,Gasoline,,,USA
7244,65760,Power,1970,Chris Craft,AQUA HOME 34-I/O,HOUSE,34,,12.83333333,,,FG,2,150.0,10484,Gasoline,,,USA
7245,65761,Power,1970,Chris Craft,AQUA-HOME 34-I/O,HOUSE,34,,12.83333333,,,FG,1,200.0,10484,Gasoline,,,USA
7246,65762,Power,1970,Chris Craft,COMMANDER/EX,INBD,35,,13.0,,,FG,2,189.0,14344,Diesel,,,USA
7247,65763,Power,1970,Chris Craft,COMMANDER/EX,INBD,35,,13.0,,,FG,2,230.0,14344,Gasoline,,,USA
7248,65764,Power,1970,Chris Craft,COMMANDER/SP,INBD,35,,13.0,,,FG,2,230.0,17364,Gasoline,,,USA
7249,65765,Power,1970,Chris Craft,COMMANDER/SP,INBD,35,,13.0,,,FG,2,189.0,17364,Diesel,,,USA
7250,65766,Power,1970,Chris Craft,FUTURA SALON/MY,INBD,36,,12.66666667,,,WD,2,230.0,11672,Gasoline,,,USA
7251,65767,Power,1970,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,300.0,16954,Gasoline,,,USA
7252,65768,Power,1970,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,258.0,16954,Diesel,,,USA
7253,65769,Power,1970,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,300.0,17736,Gasoline,,,USA
7254,65770,Power,1970,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,258.0,17736,Diesel,,,USA
7255,65771,Power,1970,Chris Craft,CONSTELLATION/DC,INBD,38,,12.91666667,,,WD,2,230.0,14880,Gasoline,,,USA
7256,65772,Power,1970,Chris Craft,ROAMER-REGAL/SE,INBD,41,,15.0,,,AL,2,300.0,22600,Gasoline,,,USA
7257,65773,Power,1970,Chris Craft,ROAMER-REGAL/SE,INBD,41,,15.0,,,AL,2,258.0,22600,Diesel,,,USA
7258,65774,Power,1970,Chris Craft,COMMANDER/MY,INBD,42,,13.0,,,FG,2,258.0,22823,Diesel,,,USA
7259,65775,Power,1970,Chris Craft,COMMANDER/MY,INBD,42,,13.0,,,FG,2,300.0,22823,Gasoline,,,USA
7260,65776,Power,1970,Chris Craft,COMMANDER/SP,INBD,42,,13.0,,,FG,2,300.0,22193,Gasoline,,,USA
7261,65777,Power,1970,Chris Craft,COMMANDER/SP,INBD,42,,13.0,,,FG,2,258.0,22193,Diesel,,,USA
7262,65778,Power,1970,Chris Craft,AQUA-HOME 46-IB,HOUSE,46,,15.0,,,FG,2,145.0,16666,Diesel,,,USA
7263,65779,Power,1970,Chris Craft,AQUA-HOME 46-IB,HOUSE,46,,15.0,,,FG,2,230.0,16666,Gasoline,,,USA
7264,65780,Power,1970,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,258.0,31127,Diesel,,,USA
7265,65781,Power,1970,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,300.0,31127,Gasoline,,,USA
7266,65782,Power,1970,Chris Craft,COMMANDER/MY,INBD,55,,16.5,,,FG,2,320.0,49300,Diesel,,,USA
7267,65783,Power,1970,Chris Craft,CONSTELLATION/MY,INBD,57,,15.0,,,WD,2,320.0,46525,Diesel,,,USA
7268,65784,Power,1970,Chris Craft,ROAMER-RIVIERA/MY,INBD,58,,17.25,,,AL,2,375.0,68500,Diesel,,,USA
7269,65785,Power,1969,Chris Craft,COMMANDER,INBD,27,,10.25,,,FG,2,200.0,6436,Gasoline,,,USA
7270,65786,Power,1969,Chris Craft,COMMANDER,INBD,27,,10.25,,,FG,1,230.0,5915,Gasoline,,,USA
7271,65787,Power,1969,Chris Craft,COMMANDER/EX,INBD,31,,11.25,,,FG,2,230.0,10389,Gasoline,,,USA
7272,65788,Power,1969,Chris Craft,COMMANDER/SE,INBD,31,,11.25,,,FG,2,230.0,10801,Gasoline,,,USA
7273,65789,Power,1969,Chris Craft,CONSTELLATION/EX,INBD,31,,10.66666667,,,WD,2,230.0,8820,Gasoline,,,USA
7274,65790,Power,1969,Chris Craft,SEA SKIFF/EX,INBD,31,,11.83333333,,,PL,2,230.0,9278,Gasoline,,,USA
7275,65791,Power,1969,Chris Craft,CHRIS-CRAFT-I/O,HOUSE,33,,0.0,,,FG,1,210.0,0,Gasoline,,,USA
7276,65792,Power,1969,Chris Craft,FUTURA/EX,INBD,33,,11.83333333,,,PL,2,230.0,10200,Gasoline,,,USA
7277,65793,Power,1969,Chris Craft,AQUA-HOME 34-I/O,HOUSE,34,,12.0,,,FG,2,150.0,10430,Gasoline,,,USA
7278,65794,Power,1969,Chris Craft,COMMANDER/SP,INBD,35,,13.0,,,FG,2,230.0,13271,Gasoline,,,USA
7279,65795,Power,1969,Chris Craft,SEA SKIFF/SE,INBD,35,,12.5,,,PL,2,230.0,14320,Gasoline,,,USA
7280,65796,Power,1969,Chris Craft,CAVALIER/DC,INBD,36,,12.66666667,,,PL,2,230.0,12672,Gasoline,,,USA
7281,65797,Power,1969,Chris Craft,CORVETTE/SP,INBD,36,,12.41666667,,,WD,2,230.0,15800,Gasoline,,,USA
7282,65798,Power,1969,Chris Craft,SEA SKIFF/MY,INBD,36,,12.66666667,,,PL,2,230.0,12672,Gasoline,,,USA
7283,65799,Power,1969,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,300.0,19272,Gasoline,,,USA
7284,65800,Power,1969,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,258.0,19272,Diesel,,,USA
7285,65801,Power,1969,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,258.0,21200,Diesel,,,USA
7286,65802,Power,1969,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,300.0,21200,Gasoline,,,USA
7287,65803,Power,1969,Chris Craft,REGAL/SE,INBD,38,,12.83333333,,,AL,2,300.0,17400,Gasoline,,,USA
7288,65804,Power,1969,Chris Craft,RIVIERA-ROAMER/EX,INBD,38,,12.83333333,,,AL,2,300.0,17300,Gasoline,,,USA
7289,65805,Power,1969,Chris Craft,SPORT FISHER,INBD,38,,13.0,,,WD,2,300.0,22000,Gasoline,,,USA
7290,65806,Power,1969,Chris Craft,CORINTHIAN/SF,INBD,40,,14.0,,,WD,2,258.0,24110,Diesel,,,USA
7291,65807,Power,1969,Chris Craft,CORINTHIAN/SF,INBD,40,,14.0,,,WD,2,300.0,24110,Gasoline,,,USA
7292,65808,Power,1969,Chris Craft,CONSTELLATION SALON/DC,INBD,41,,13.0,,,WD,2,300.0,20540,Gasoline,,,USA
7293,65809,Power,1969,Chris Craft,ROAMER/SE,INBD,41,,15.0,,,AL,2,300.0,23700,Gasoline,,,USA
7294,65810,Power,1969,Chris Craft,ROAMER/SE,INBD,41,,15.0,,,AL,2,258.0,23700,Diesel,,,USA
7295,65811,Power,1969,Chris Craft,COMMANDER/MY,INBD,42,,13.0,,,FG,2,258.0,25621,Diesel,,,USA
7296,65812,Power,1969,Chris Craft,COMMANDER/MY,INBD,42,,13.0,,,FG,2,300.0,22443,Gasoline,,,USA
7297,65813,Power,1969,Chris Craft,COMMANDER/SP,INBD,42,,13.0,,,FG,2,300.0,22443,Gasoline,,,USA
7298,65814,Power,1969,Chris Craft,COMMANDER/SP,INBD,42,,13.0,,,FG,2,258.0,25621,Diesel,,,USA
7299,65815,Power,1969,Chris Craft,CONSTELLATION/MY,INBD,45,,13.0,,,WD,2,300.0,27410,Gasoline,,,USA
7300,65816,Power,1969,Chris Craft,CONSTELLATION/MY,INBD,45,,13.0,,,WD,2,258.0,27410,Diesel,,,USA
7301,65817,Power,1969,Chris Craft,AQUA-HOME 46-IB,HOUSE,46,,15.0,,,FG,2,230.0,16666,Gasoline,,,USA
7302,65818,Power,1969,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,ST,2,300.0,50512,Gasoline,,,USA
7303,65819,Power,1969,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,AL,2,320.0,42276,Diesel,,,USA
7304,65820,Power,1969,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,ST,2,320.0,50512,Diesel,,,USA
7305,65821,Power,1969,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,AL,2,300.0,42276,Gasoline,,,USA
7306,65822,Power,1969,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,300.0,30451,Gasoline,,,USA
7307,65823,Power,1969,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,258.0,33539,Diesel,,,USA
7308,65824,Power,1969,Chris Craft,CONSTELLATION/MY,INBD,57,,15.0,,,WD,2,320.0,46525,Diesel,,,USA
7309,65825,Power,1969,Chris Craft,RIVIERA-ROAMER/MY,INBD,58,,17.0,,,AL,2,388.0,56450,Diesel,,,USA
7310,65826,Power,1968,Chris Craft,COMMANDER,INBD,27,,10.25,,,FG,1,230.0,5915,Gasoline,,,USA
7311,65827,Power,1968,Chris Craft,COMMANDER,INBD,27,,10.25,,,FG,2,200.0,6436,Gasoline,,,USA
7312,65828,Power,1968,Chris Craft,CLIPPER/CA,INBD,31,,11.5,,,PL,2,210.0,9750,Gasoline,,,USA
7313,65829,Power,1968,Chris Craft,CLIPPER/SP,INBD,31,,11.5,,,PL,2,210.0,9100,Gasoline,,,USA
7314,65830,Power,1968,Chris Craft,COMMANDER SPORTS/EX,INBD,31,,11.25,,,FG,2,230.0,10120,Gasoline,,,USA
7315,65831,Power,1968,Chris Craft,COMMANDER/EX,INBD,31,,11.25,,,FG,2,230.0,10660,Gasoline,,,USA
7316,65832,Power,1968,Chris Craft,FUTURA/EX,INBD,33,,11.83333333,,,PL,2,230.0,10200,Gasoline,,,USA
7317,65833,Power,1968,Chris Craft,SEASTRAKE/EX,INBD,33,,12.66666667,,,PL,2,210.0,12340,Gasoline,,,USA
7318,65834,Power,1968,Chris Craft,CLIPPER/SP,INBD,35,,11.58333333,,,PL,2,210.0,12470,Gasoline,,,USA
7319,65835,Power,1968,Chris Craft,COMMANDER/EX,INBD,35,,13.0,,,FG,2,210.0,14420,Gasoline,,,USA
7320,65836,Power,1968,Chris Craft,CAVALIER/MY,INBD,36,,12.66666667,,,WD,2,210.0,12340,Gasoline,,,USA
7321,65837,Power,1968,Chris Craft,CRUSADER/EX,INBD,36,,12.0,,,WD,2,210.0,14430,Gasoline,,,USA
7322,65838,Power,1968,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,AL,2,197.0,15540,Diesel,,,USA
7323,65839,Power,1968,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,AL,2,300.0,15540,Gasoline,,,USA
7324,65840,Power,1968,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,ST,2,300.0,19900,Gasoline,,,USA
7325,65841,Power,1968,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,ST,2,197.0,19900,Diesel,,,USA
7326,65842,Power,1968,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,258.0,20470,Diesel,,,USA
7327,65843,Power,1968,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,300.0,20470,Gasoline,,,USA
7328,65844,Power,1968,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,258.0,21200,Diesel,,,USA
7329,65845,Power,1968,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,300.0,21200,Gasoline,,,USA
7330,65846,Power,1968,Chris Craft,COMMANDER/SF,INBD,38,,13.0,,,FG,2,300.0,22000,Gasoline,,,USA
7331,65847,Power,1968,Chris Craft,COMMANDER/SF,INBD,38,,13.0,,,FG,2,258.0,22000,Diesel,,,USA
7332,65848,Power,1968,Chris Craft,CORINTHIAN/SF,INBD,38,,13.0,,,WD,2,300.0,15800,Gasoline,,,USA
7333,65849,Power,1968,Chris Craft,CORINTHIAN/SF,INBD,40,,14.0,,,PL,2,300.0,22200,Gasoline,,,USA
7334,65850,Power,1968,Chris Craft,CORINTHIAN/SF,INBD,40,,14.0,,,PL,2,258.0,22200,Diesel,,,USA
7335,65851,Power,1968,Chris Craft,CONSTELLATION SALON/DC,INBD,41,,13.0,,,WD,2,300.0,19000,Gasoline,,,USA
7336,65852,Power,1968,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,ST,2,258.0,21500,Diesel,,,USA
7337,65853,Power,1968,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,ST,2,300.0,26155,Gasoline,,,USA
7338,65854,Power,1968,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,AL,2,258.0,26155,Diesel,,,USA
7339,65855,Power,1968,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,AL,2,300.0,21500,Gasoline,,,USA
7340,65856,Power,1968,Chris Craft,COMMANDER/MY,INBD,42,,13.0,,,FG,2,300.0,27120,Gasoline,,,USA
7341,65857,Power,1968,Chris Craft,COMMANDER/MY,INBD,42,,13.0,,,FG,2,258.0,27120,Diesel,,,USA
7342,65858,Power,1968,Chris Craft,COMMANDER/SP,INBD,42,,13.0,,,FG,2,258.0,22443,Diesel,,,USA
7343,65859,Power,1968,Chris Craft,COMMANDER/SP,INBD,42,,13.0,,,FG,2,300.0,22443,Gasoline,,,USA
7344,65860,Power,1968,Chris Craft,CORINTHIAN/DC,INBD,43,,13.0,,,WD,2,300.0,24000,Gasoline,,,USA
7345,65861,Power,1968,Chris Craft,CORINTHIAN/DC,INBD,43,,13.0,,,PL,2,258.0,24000,Diesel,,,USA
7346,65862,Power,1968,Chris Craft,CONSTELLATION/MY,INBD,45,,13.0,,,WD,2,300.0,27000,Gasoline,,,USA
7347,65863,Power,1968,Chris Craft,CONSTELLATION/MY,INBD,45,,13.0,,,WD,2,258.0,27000,Diesel,,,USA
7348,65864,Power,1968,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,ST,2,300.0,36715,Gasoline,,,USA
7349,65865,Power,1968,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,ST,2,258.0,36715,Diesel,,,USA
7350,65866,Power,1968,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,AL,2,258.0,30600,Diesel,,,USA
7351,65867,Power,1968,Chris Craft,RIVIERA-ROAMER/MY,INBD,46,,15.0,,,AL,2,300.0,30600,Gasoline,,,USA
7352,65868,Power,1968,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,258.0,30451,Diesel,,,USA
7353,65869,Power,1968,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,300.0,30451,Gasoline,,,USA
7354,65870,Power,1968,Chris Craft,CONSTELLATION/MY,INBD,52,,14.33333333,,,WD,2,270.0,40700,Diesel,,,USA
7355,65871,Power,1968,Chris Craft,CONSTELLATION/MY,INBD,57,,15.0,,,WD,2,320.0,46650,Diesel,,,USA
7356,65872,Power,1968,Chris Craft,ROAMER/MY,INBD,57,,15.0,,,ST,2,320.0,68830,Diesel,,,USA
7357,65873,Power,1968,Chris Craft,ROAMER/MY,INBD,57,,15.0,,,AL,2,320.0,58600,Diesel,,,USA
7358,65874,Power,1967,Chris Craft,COMMANDER SPORTS/EX,INBD,31,,11.25,,,FG,2,210.0,9454,Gasoline,,,USA
7359,65875,Power,1967,Chris Craft,COMMANDER/EX,INBD,31,,11.25,,,FG,2,210.0,9454,Gasoline,,,USA
7360,65876,Power,1967,Chris Craft,CORINTHIAN/EX,INBD,32,,11.16666667,,,WD,2,210.0,11800,Gasoline,,,USA
7361,65877,Power,1967,Chris Craft,SEA HAWK/EX,INBD,32,,11.16666667,,,PL,2,210.0,11800,Gasoline,,,USA
7362,65878,Power,1967,Chris Craft,SEA HAWK/SP,INBD,32,,11.16666667,,,PL,2,210.0,10500,Gasoline,,,USA
7363,65879,Power,1967,Chris Craft,FUTURA/EX,INBD,33,,11.83333333,,,PL,2,210.0,10500,Gasoline,,,USA
7364,65880,Power,1967,Chris Craft,RIVIERA-ROAMER/EX,INBD,33,,12.0,,,ST,2,210.0,15530,Gasoline,,,USA
7365,65881,Power,1967,Chris Craft,SEASTRAKE/EX,INBD,33,,11.83333333,,,PL,2,210.0,10500,Gasoline,,,USA
7366,65882,Power,1967,Chris Craft,CORINTHIAN/EX,INBD,35,,11.58333333,,,WD,2,210.0,13170,Gasoline,,,USA
7367,65883,Power,1967,Chris Craft,SEA HAWK/EX,INBD,35,,11.58333333,,,PL,2,210.0,13170,Gasoline,,,USA
7368,65884,Power,1967,Chris Craft,CAVALIER/MY,INBD,36,,12.66666667,,,PL,2,210.0,12340,Gasoline,,,USA
7369,65885,Power,1967,Chris Craft,CONSTELLATION/SE,INBD,36,,12.0,,,WD,2,210.0,13558,Gasoline,,,USA
7370,65886,Power,1967,Chris Craft,CRUSADER/EX,INBD,36,,12.0,,,WD,2,210.0,15300,Gasoline,,,USA
7371,65887,Power,1967,Chris Craft,SEASTRAKE/MY,INBD,36,,12.66666667,,,PL,2,210.0,12340,Gasoline,,,USA
7372,65888,Power,1967,Chris Craft,CONSTELLATION/EX,INBD,37,,12.25,,,WD,2,210.0,14000,Gasoline,,,USA
7373,65889,Power,1967,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,AL,2,300.0,16470,Gasoline,,,USA
7374,65890,Power,1967,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,ST,2,197.0,20330,Diesel,,,USA
7375,65891,Power,1967,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,AL,2,197.0,16470,Diesel,,,USA
7376,65892,Power,1967,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,ST,2,300.0,20330,Gasoline,,,USA
7377,65893,Power,1967,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,258.0,19805,Diesel,,,USA
7378,65894,Power,1967,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,300.0,17090,Gasoline,,,USA
7379,65895,Power,1967,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,300.0,17090,Gasoline,,,USA
7380,65896,Power,1967,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,258.0,19805,Diesel,,,USA
7381,65897,Power,1967,Chris Craft,COMMANDER/SF,INBD,38,,13.0,,,FG,2,300.0,17090,Gasoline,,,USA
7382,65898,Power,1967,Chris Craft,COMMANDER/SF,INBD,38,,13.0,,,FG,2,258.0,19805,Diesel,,,USA
7383,65899,Power,1967,Chris Craft,CONSTELLATION/TC,INBD,38,,13.0,,,WD,2,300.0,16900,Gasoline,,,USA
7384,65900,Power,1967,Chris Craft,CORINTHIAN/EX,INBD,38,,13.0,,,WD,2,300.0,15700,Gasoline,,,USA
7385,65901,Power,1967,Chris Craft,CONSTELLATION SALON/MY,INBD,40,,14.0,,,WD,2,300.0,20300,Gasoline,,,USA
7386,65902,Power,1967,Chris Craft,CORINTHIAN SEDAN/SF,INBD,40,,14.0,,,PL,2,300.0,20300,Gasoline,,,USA
7387,65903,Power,1967,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,AL,2,300.0,22600,Gasoline,,,USA
7388,65904,Power,1967,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,ST,2,300.0,27225,Gasoline,,,USA
7389,65905,Power,1967,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,ST,2,258.0,27225,Diesel,,,USA
7390,65906,Power,1967,Chris Craft,ROAMER REGAL/SE,INBD,41,,15.0,,,AL,2,258.0,22600,Diesel,,,USA
7391,65907,Power,1967,Chris Craft,COMMANDER/MY,INBD,42,,13.0,,,FG,2,300.0,24000,Gasoline,,,USA
7392,65908,Power,1967,Chris Craft,CORINTHIAN/DC,INBD,43,,13.0,,,WD,2,258.0,25700,Diesel,,,USA
7393,65909,Power,1967,Chris Craft,CORINTHIAN/DC,INBD,43,,13.0,,,WD,2,300.0,22600,Gasoline,,,USA
7394,65910,Power,1967,Chris Craft,CONSTELLATION/MY,INBD,45,,13.0,,,WD,2,300.0,27000,Gasoline,,,USA
7395,65911,Power,1967,Chris Craft,CONSTELLATION/MY,INBD,45,,13.0,,,WD,2,258.0,28912,Diesel,,,USA
7396,65912,Power,1967,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,258.0,30304,Diesel,,,USA
7397,65913,Power,1967,Chris Craft,COMMANDER/MY,INBD,47,,15.0,,,FG,2,300.0,27304,Gasoline,,,USA
7398,65914,Power,1967,Chris Craft,CONSTELLATION/MY,INBD,48,,13.0,,,WD,2,300.0,32000,Gasoline,,,USA
7399,65915,Power,1967,Chris Craft,CONSTELLATION/MY,INBD,48,,13.0,,,WD,2,258.0,32000,Diesel,,,USA
7400,65916,Power,1967,Chris Craft,RIVIERA-ROAMER/MY,INBD,48,,13.0,,,ST,2,270.0,31500,Diesel,,,USA
7401,65917,Power,1967,Chris Craft,RIVIERA-ROAMER/MY,INBD,48,,13.0,,,AL,2,300.0,26498,Gasoline,,,USA
7402,65918,Power,1967,Chris Craft,RIVIERA-ROAMER/MY,INBD,48,,13.0,,,ST,2,300.0,31500,Gasoline,,,USA
7403,65919,Power,1967,Chris Craft,RIVIERA-ROAMER/MY,INBD,48,,13.0,,,AL,2,270.0,26498,Diesel,,,USA
7404,65920,Power,1967,Chris Craft,CONSTELLATION/MY,INBD,52,,14.25,,,WD,2,270.0,36000,Diesel,,,USA
7405,65921,Power,1967,Chris Craft,CONSTELLATION/MY,INBD,57,,15.0,,,WD,2,300.0,49037,Diesel,,,USA
7406,65922,Power,1967,Chris Craft,ROAMER/MY,INBD,57,,15.0,,,ST,2,300.0,63400,Diesel,,,USA
7407,65923,Power,1967,Chris Craft,ROAMER/MY,INBD,57,,15.0,,,AL,2,300.0,63400,Diesel,,,USA
7408,65924,Power,1966,Chris Craft,COMMANDER EXPRESS,INBD,31,,11.25,,,FG,2,210.0,9454,Gasoline,,,USA
7409,65925,Power,1966,Chris Craft,CORINTHIAN EXPRESS,INBD,32,,11.5,,,PL,2,185.0,12600,Gasoline,,,USA
7410,65926,Power,1966,Chris Craft,SEA HAWK EXPRESS,INBD,32,,11.16666667,,,PL,2,185.0,11800,Gasoline,,,USA
7411,65927,Power,1966,Chris Craft,SPORTS CRUISER,INBD,32,,0.0,,,PL,2,0.0,0,Gasoline,,,USA
7412,65928,Power,1966,Chris Craft,FUTURA/EX,INBD,33,,11.83333333,,,PL,2,185.0,10500,Gasoline,,,USA
7413,65929,Power,1966,Chris Craft,RIVIERA-ROAMER/EX,INBD,33,,12.0,,,ST,2,185.0,14780,Gasoline,,,USA
7414,65930,Power,1966,Chris Craft,SEASTRAKE/EX,INBD,33,,11.83333333,,,PL,2,185.0,10500,Gasoline,,,USA
7415,65931,Power,1966,Chris Craft,CORINTHIAN/EX,INBD,35,,11.58333333,,,PL,2,210.0,12500,Gasoline,,,USA
7416,65932,Power,1966,Chris Craft,SEA HAWK/EX,INBD,35,,11.58333333,,,PL,2,210.0,13170,Gasoline,,,USA
7417,65933,Power,1966,Chris Craft,CONSTELLATION/SE,INBD,36,,12.0,,,WD,2,210.0,13558,Gasoline,,,USA
7418,65934,Power,1966,Chris Craft,SEASTRAKE/MY,INBD,36,,12.66666667,,,PL,2,210.0,12340,Gasoline,,,USA
7419,65935,Power,1966,Chris Craft,CONSTELLATION/EX,INBD,37,,12.25,,,WD,2,210.0,14000,Gasoline,,,USA
7420,65936,Power,1966,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,ST,2,210.0,20830,Gasoline,,,USA
7421,65937,Power,1966,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,AL,2,210.0,16470,Gasoline,,,USA
7422,65938,Power,1966,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,ST,2,197.0,20830,Diesel,,,USA
7423,65939,Power,1966,Chris Craft,RIVIERA-ROAMER/EX,INBD,37,,12.83333333,,,AL,2,197.0,16470,Diesel,,,USA
7424,65940,Power,1966,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,258.0,19805,Diesel,,,USA
7425,65941,Power,1966,Chris Craft,COMMANDER/EX,INBD,38,,13.0,,,FG,2,300.0,17090,Gasoline,,,USA
7426,65942,Power,1966,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,258.0,19805,Diesel,,,USA
7427,65943,Power,1966,Chris Craft,COMMANDER/SE,INBD,38,,13.0,,,FG,2,300.0,17090,Gasoline,,,USA
7428,65944,Power,1966,Chris Craft,COMMANDER/SF,INBD,38,,13.0,,,FG,2,258.0,19805,Diesel,,,USA
7429,65945,Power,1966,Chris Craft,COMMANDER/SF,INBD,38,,13.0,,,FG,2,300.0,17090,Gasoline,,,USA
7430,65946,Power,1966,Chris Craft,CONSTELLATION/TC,INBD,38,,13.0,,,WD,2,300.0,16900,Gasoline,,,USA
7431,65947,Power,1966,Chris Craft,CORINTHIAN/EX,INBD,38,,13.0,,,WD,2,300.0,15700,Gasoline,,,USA
7432,65948,Power,1966,Chris Craft,CORINTHIAN/EX,INBD,38,,13.0,,,WD,2,197.0,16650,Diesel,,,USA
7433,65949,Power,1966,Chris Craft,CORINTHIAN/SF,INBD,38,,13.0,,,WD,2,300.0,15700,Gasoline,,,USA
7434,65950,Power,1966,Chris Craft,CORINTHIAN/SF,INBD,38,,13.0,,,WD,2,197.0,16650,Diesel,,,USA
7435,65951,Power,1966,Chris Craft,CONSTELLATION SALON/MY,INBD,40,,13.0,,,WD,2,300.0,20300,Gasoline,,,USA
7436,65952,Power,1966,Chris Craft,CORINTHIAN/DC,INBD,43,,13.0,,,WD,2,197.0,20300,Diesel,,,USA
